ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback,Profit-$,Sale Month
KKNSRO,Nufor,Portland,Hilux,Toyota,Truck,Red,Manual,4,2,Diesel,2021,7400,41838,200,2015-02-08,Un Sold,1970-01-01,6690,0,0,Hariom,2,0,Excellent,-6690,Jan 1970
Y4O86K,Carmix,Tennessee,Yodha,Tata,Truck,Black,Automatic,3,2,Electric,2024,8500,58164,100,2015-02-13,Un Sold,1970-01-01,7271,0,0,Vishwajeet,1,0,Excellent,-7271,Jan 1970
HIVAT3,Oto,California,Kags,Renault,SUV,White,Automatic,7,5,Diesel,2020,8000,17975,175,2017-12-22,Un Sold,1970-01-01,6924,0,0,Vihaan,1,0,Good,-6924,Jan 1970
KQTCN4,Kamkar,Tucson,Swift,Maruti,Sedan,Red,Automatic,5,4,Diesel,2018,7200,52973,115,2024-10-25,Sold,2025-01-06,5737,6241,9,Aarush,2,101,Good,504,Jan 2025
WLRPYK,APE,San Jose,Yodha,Tata,Truck,Blue,Automatic,3,2,Petrol,2017,7700,57825,100,2018-07-01,Sold,2018-12-23,6770,5868,-13,Aditya,2,0,Good,-902,Dec 2018
TZ3H2G,Carousell,Denver,Seltos,Kia,Hatchback,Gray,Automatic,5,5,Electric,2022,7700,56120,150,2019-08-08,Un Sold,1970-01-01,6627,0,0,Rithvik,2,0,Good,-6627,Jan 1970
7D6D4V,Marchi,Texas,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Electric,2018,8100,39900,120,2016-01-28,Sold,2024-08-19,6300,6010,-5,Shruthi,3,0,Good,-290,Aug 2024
DUTBK2,Zupps,Portland,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2020,7900,42762,200,2018-01-27,Un Sold,1970-01-01,6590,0,0,Vishwajeet,4,0,Excellent,-6590,Jan 1970
A3LB24,Olx,Denver,Yodha,Tata,Truck,Black,Manual,3,2,Electric,2019,9000,77151,100,2018-06-03,Un Sold,1970-01-01,7079,0,0,Arjuna,4,0,Excellent,-7079,Jan 1970
A9AA2A,Ahg,Portland,Thar,Mahindra,SUV,Blue,Automatic,5,3,Petrol,2022,7700,35382,130,2015-04-26,Un Sold,1970-01-01,6372,0,0,Pranav,2,0,Excellent,-6372,Jan 1970
P9IFY3,Ahg,Columbus,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2016,9300,81287,175,2023-07-14,Sold,2024-03-29,7768,8941,15,Shiva,3,235,Excellent,1173,Mar 2024
IQ98L7,Cars24,Chicago,i20,Hyundai,Hatchback,Gray,Manual,4,5,Hybrid,2018,7600,9059,120,2016-06-09,Sold,2016-10-30,5758,5103,-11,Supriya,2,0,Excellent,-655,Oct 2016
F8CIMP,Carmix,Detroit,Swift,Maruti,Sedan,Gray,Manual,5,4,Hybrid,2018,8100,56544,115,2023-04-10,Un Sold,1970-01-01,6543,0,0,Dhruv,5,0,Average,-6543,Jan 1970
2YVSP1,Zupps,New York,Etriga,Maruti,Hatchback,White,Manual,4,5,Hybrid,2015,7900,56894,103,2021-09-10,Un Sold,1970-01-01,7178,0,0,Narayan,1,0,Excellent,-7178,Jan 1970
R00HYE,Olx,North Carolina,Scorpio,Mahindra,SUV,Black,Manual,5,5,Diesel,2019,8100,68668,120,2020-07-30,Un Sold,1970-01-01,6209,0,0,Bhavani,4,0,Excellent,-6209,Jan 1970
DVZQQW,Carmix,San Jose,Plato,Prazo,Convertible,Black,Automatic,2,2,Diesel,2023,8700,67817,250,2022-09-28,Un Sold,1970-01-01,6712,0,0,Krishna,2,0,Poor,-6712,Jan 1970
9785J0,Zupps,North Carolina,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2023,6100,83128,103,2016-01-11,Un Sold,1970-01-01,4550,0,0,Shilpa,1,0,Excellent,-4550,Jan 1970
G4V1A6,Carousell,Florida,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Electric,2023,7600,72978,113,2017-10-09,Un Sold,1970-01-01,6912,0,0,Shruthi,1,0,Good,-6912,Jan 1970
HTFKDG,Sobri,Texas,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2024,8000,22039,200,2017-09-06,Un Sold,1970-01-01,6801,0,0,Dhruv,3,0,Excellent,-6801,Jan 1970
WG409A,Carsome,Philadelphia,Hilux,Toyota,Truck,Red,Manual,4,2,Hybrid,2019,8500,33926,200,2018-08-12,Un Sold,1970-01-01,6568,0,0,Preeti,1,0,Average,-6568,Jan 1970
8QE4X4,Cars24,North Carolina,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Diesel,2017,8300,20526,120,2020-01-16,Un Sold,1970-01-01,6464,0,0,Shailaja,3,0,Good,-6464,Jan 1970
A2SU2J,Nufor,Columbus,Kags,Renault,SUV,Gray,Manual,7,5,Hybrid,2023,8600,11659,175,2022-11-25,Sold,2023-01-28,7970,9221,16,Shruthi,3,250,Good,1251,Jan 2023
G2RBJG,Carmudi,Texas,Hilux,Toyota,Truck,Red,Automatic,4,2,Diesel,2022,7300,63516,200,2016-01-22,Un Sold,1970-01-01,5518,0,0,Bhavani,3,0,Excellent,-5518,Jan 1970
HVVT3N,Sobri,Portland,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2015,7000,84281,150,2020-10-29,Un Sold,1970-01-01,5022,0,0,Arjuna,3,0,Poor,-5022,Jan 1970
O08FCR,Carro,Oklahoma,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2019,8100,59142,175,2018-12-14,Sold,2022-08-20,6140,6241,2,Aditya,2,20,Excellent,101,Aug 2022
O72C8D,Automart,Madison,Dzire,Maruti,Sedan,Black,Manual,5,5,Diesel,2021,6900,78244,100,2016-09-22,Un Sold,1970-01-01,6112,0,0,Vishwajeet,5,0,Poor,-6112,Jan 1970
CHFQUE,Nufor,Chicago,Creta,Hyundai,Hatchback,Gray,Automatic,5,5,Hybrid,2017,7700,26160,113,2015-06-28,Sold,2016-12-22,6971,5782,-17,Sweta,2,0,Excellent,-1189,Dec 2016
3XNXLF,Zupps,Denver,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Electric,2015,8400,67798,103,2017-01-27,Un Sold,1970-01-01,6743,0,0,Vihaan,4,0,Average,-6743,Jan 1970
FJT88L,Trivett,Tennessee,Hilux,Toyota,Truck,Black,Automatic,4,2,Electric,2021,8800,57755,200,2023-10-15,Un Sold,1970-01-01,7277,0,0,Piyush,1,0,Good,-7277,Jan 1970
Y8TOWE,Carousell,Texas,Dzire,Maruti,Sedan,White,Manual,5,5,Diesel,2023,6700,64527,100,2015-03-07,Un Sold,1970-01-01,4835,0,0,Piyush,5,0,Average,-4835,Jan 1970
6VKMGU,Trivett,Philadelphia,Thar,Mahindra,SUV,Black,Manual,5,3,Petrol,2022,7700,73386,130,2021-12-31,Un Sold,1970-01-01,6114,0,0,Aarush,1,0,Excellent,-6114,Jan 1970
G4J5J2,Trust,New York,Swift,Maruti,Sedan,Blue,Manual,5,4,Diesel,2015,7500,97543,115,2024-05-24,Un Sold,1970-01-01,6333,0,0,Shruthi,1,0,Excellent,-6333,Jan 1970
ZX0ZEZ,Carsome,Oklahoma,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2017,9200,29005,175,2022-02-22,Un Sold,1970-01-01,7826,0,0,Piyush,4,0,Average,-7826,Jan 1970
17652I,APE,Portland,Scorpio,Mahindra,SUV,Red,Manual,5,5,Electric,2016,9800,76058,120,2020-07-10,Un Sold,1970-01-01,8086,0,0,Aditya,4,0,Excellent,-8086,Jan 1970
BUE7DW,Sobri,Texas,Hilux,Toyota,Truck,Blue,Manual,4,2,Diesel,2020,7500,3872,200,2019-06-12,Un Sold,1970-01-01,6484,0,0,Aditya,4,0,Excellent,-6484,Jan 1970
JOXVLI,Carro,Columbus,Kags,Renault,SUV,Gray,Automatic,7,5,Diesel,2020,8000,15802,175,2020-09-15,Un Sold,1970-01-01,6912,0,0,Ram,2,0,Good,-6912,Jan 1970
24FXGP,Knox,North Carolina,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2020,6400,4982,150,2019-11-08,Un Sold,1970-01-01,4920,0,0,Piyush,1,0,Poor,-4920,Jan 1970
8YJWWQ,Carmudi,Texas,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Diesel,2018,8200,65861,200,2015-05-18,Un Sold,1970-01-01,6889,0,0,Shailaja,1,0,Good,-6889,Jan 1970
YURHJB,Carsome,San Jose,Seltos,Kia,Hatchback,Red,Automatic,5,5,Electric,2024,7500,1970,150,2023-10-31,Sold,2024-02-18,6589,5450,-17,Supriya,2,0,Good,-1139,Feb 2024
6IBZB4,Ahg,Denver,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2021,7300,4249,200,2017-04-10,Un Sold,1970-01-01,5958,0,0,Pranav,4,0,Excellent,-5958,Jan 1970
6RLDYA,Automart,Chicago,Yodha,Tata,Truck,Red,Automatic,3,2,Electric,2016,9300,23977,100,2015-05-06,Un Sold,1970-01-01,7913,0,0,Aarush,1,0,Average,-7913,Jan 1970
OIBPND,Knox,California,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2018,7600,32220,103,2021-12-05,Un Sold,1970-01-01,6176,0,0,Krishna,4,0,Good,-6176,Jan 1970
A0NZ91,Carmudi,Utah,Scorpio,Mahindra,SUV,Black,Manual,5,5,Hybrid,2016,9300,20747,120,2024-06-07,Un Sold,1970-01-01,7616,0,0,Aarush,5,0,Poor,-7616,Jan 1970
O333Q3,Sobri,Philadelphia,Dzire,Maruti,Sedan,White,Automatic,5,5,Diesel,2022,6800,79612,100,2019-10-07,Un Sold,1970-01-01,5925,0,0,Krishna,3,0,Good,-5925,Jan 1970
BRWC7N,APE,North Carolina,Swift,Maruti,Sedan,White,Manual,5,4,Petrol,2024,6500,74897,115,2024-06-20,Un Sold,1970-01-01,4565,0,0,Dhruv,1,0,Good,-4565,Jan 1970
MSGIIZ,Trust,Madison,Etriga,Maruti,Hatchback,Red,Manual,4,5,Diesel,2021,6400,41298,103,2019-07-08,Un Sold,1970-01-01,4648,0,0,Piyush,1,0,Poor,-4648,Jan 1970
HP65X9,Carsome,Oklahoma,Swift,Maruti,Sedan,Blue,Automatic,5,4,Diesel,2021,6900,63946,115,2020-04-20,Un Sold,1970-01-01,6234,0,0,Vishwajeet,1,0,Average,-6234,Jan 1970
PV0T1X,Zupps,California,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Diesel,2019,6600,23913,103,2017-10-18,Sold,2020-04-11,6020,7044,17,Shiva,4,205,Good,1024,Apr 2020
DVBKKF,Kamkar,Madison,Plato,Prazo,Convertible,Gray,Manual,2,2,Electric,2021,10300,18048,250,2016-03-20,Un Sold,1970-01-01,8931,0,0,Pranav,1,0,Excellent,-8931,Jan 1970
R4K8YR,Olx,Florida,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Petrol,2019,8000,61758,200,2015-01-23,Un Sold,1970-01-01,6324,0,0,Dhruv,5,0,Good,-6324,Jan 1970
774PO3,Nufor,Florida,Thar,Mahindra,SUV,Red,Automatic,5,3,Petrol,2022,7700,37335,130,2023-10-31,Un Sold,1970-01-01,6697,0,0,Pavan,5,0,Poor,-6697,Jan 1970
HBQOGX,Sobri,Detroit,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Hybrid,2023,7100,4961,113,2021-09-08,Sold,2023-09-16,6450,7497,16,Shiva,3,209,Good,1047,Sep 2023
C907TZ,Carousell,Denver,Seltos,Kia,Hatchback,Blue,Manual,5,5,Petrol,2020,6400,22692,150,2024-02-04,Un Sold,1970-01-01,5844,0,0,Shilpa,1,0,Good,-5844,Jan 1970
0KLC2R,Sobri,Tucson,Dzire,Maruti,Sedan,Blue,Manual,5,5,Hybrid,2024,7500,17486,100,2022-03-30,Un Sold,1970-01-01,5607,0,0,Vishwajeet,4,0,Good,-5607,Jan 1970
2RA2EQ,APE,New York,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2021,7300,26238,100,2018-09-07,Un Sold,1970-01-01,5431,0,0,Vishwajeet,5,0,Poor,-5431,Jan 1970
VBHD8V,Zupps,Portland,Fortuner,Toyota,SUV,Black,Manual,8,5,Petrol,2016,8300,77991,200,2023-11-01,Un Sold,1970-01-01,7609,0,0,Shailaja,4,0,Average,-7609,Jan 1970
RQD2D8,APE,New York,Scorpio,Mahindra,SUV,White,Automatic,5,5,Diesel,2023,7700,41957,120,2023-12-08,Un Sold,1970-01-01,7074,0,0,Supriya,1,0,Good,-7074,Jan 1970
G1B7UF,Automart,Florida,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2022,7200,81533,200,2019-05-16,Un Sold,1970-01-01,6009,0,0,Rithvik,3,0,Excellent,-6009,Jan 1970
UT7TG9,Carro,Tennessee,Scorpio,Mahindra,SUV,Black,Manual,5,5,Hybrid,2019,9000,82419,120,2021-01-12,Un Sold,1970-01-01,7410,0,0,Krishna,2,0,Good,-7410,Jan 1970
4FL18D,Carousell,Detroit,Seltos,Kia,Hatchback,Gray,Manual,5,5,Petrol,2015,6900,38546,150,2017-01-27,Un Sold,1970-01-01,6250,0,0,Pavan,5,0,Good,-6250,Jan 1970
NGLPMA,Automart,Oklahoma,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Hybrid,2023,7100,60538,120,2024-11-24,Un Sold,1970-01-01,6490,0,0,Aarush,2,0,Excellent,-6490,Jan 1970
H2M6X7,Automart,Texas,Kags,Renault,SUV,Blue,Automatic,7,5,Diesel,2018,8200,49339,175,2017-08-10,Sold,2021-10-21,6431,7320,14,Narayan,5,178,Good,889,Oct 2021
EYQX1X,Marchi,Florida,Dzire,Maruti,Sedan,Black,Manual,5,5,Diesel,2018,7200,64750,100,2020-06-23,Un Sold,1970-01-01,6347,0,0,Narayan,5,0,Good,-6347,Jan 1970
H6FKRM,Nufor,Florida,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2018,8600,65525,200,2024-08-06,Un Sold,1970-01-01,6625,0,0,Shiva,4,0,Good,-6625,Jan 1970
2GHODH,Cars24,Tennessee,Dzire,Maruti,Sedan,Red,Manual,5,5,Electric,2024,8000,58082,100,2017-02-24,Sold,2017-06-19,6226,5265,-15,Swathi,4,0,Good,-961,Jun 2017
7484DL,Olx,Chicago,Swift,Maruti,Sedan,Black,Automatic,5,4,Electric,2023,8100,86723,115,2019-09-22,Un Sold,1970-01-01,6807,0,0,Shilpa,5,0,Good,-6807,Jan 1970
JWNHPC,Nufor,Utah,Yodha,Tata,Truck,Black,Automatic,3,2,Petrol,2017,7700,46443,100,2024-05-15,Un Sold,1970-01-01,6404,0,0,Karan,5,0,Excellent,-6404,Jan 1970
H9BUDV,Kamkar,Denver,Seltos,Kia,Hatchback,Blue,Manual,5,5,Diesel,2015,7000,3438,150,2020-11-03,Sold,2024-07-08,6252,5341,-15,Bhavani,3,0,Excellent,-911,Jul 2024
AWZNRS,APE,California,Swift,Maruti,Sedan,Red,Automatic,5,4,Hybrid,2017,8200,74386,115,2017-02-23,Un Sold,1970-01-01,7421,0,0,Arjuna,2,0,Average,-7421,Jan 1970
ISZU2S,Automart,Portland,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2018,7600,46441,103,2017-09-12,Un Sold,1970-01-01,6708,0,0,Swathi,3,0,Excellent,-6708,Jan 1970
HSEGEO,Carmudi,San Jose,Dzire,Maruti,Sedan,Gray,Manual,5,5,Petrol,2022,6700,4985,100,2015-10-12,Un Sold,1970-01-01,5065,0,0,Swapna,5,0,Poor,-5065,Jan 1970
L1UO9D,Knox,Tucson,Swift,Maruti,Sedan,Red,Manual,5,4,Hybrid,2017,8200,59008,115,2024-01-10,Sold,2024-09-06,7056,7761,10,Vishwajeet,5,141,Good,705,Sep 2024
CW3O8N,Zupps,Tennessee,Plato,Prazo,Convertible,White,Manual,2,2,Diesel,2022,8800,58407,250,2023-10-11,Un Sold,1970-01-01,7550,0,0,Aarush,2,0,Excellent,-7550,Jan 1970
7F5ZDS,Cars24,North Carolina,Kags,Renault,SUV,Blue,Manual,7,5,Petrol,2021,7800,94802,175,2016-04-06,Un Sold,1970-01-01,7139,0,0,Shailaja,4,0,Good,-7139,Jan 1970
33S88A,APE,Denver,Swift,Maruti,Sedan,Red,Automatic,5,4,Electric,2023,8100,23505,115,2021-02-16,Un Sold,1970-01-01,6873,0,0,Dhruv,2,0,Average,-6873,Jan 1970
30AZ5T,Carmix,Oklahoma,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2020,8900,92797,175,2015-10-02,Un Sold,1970-01-01,7903,0,0,Bhavani,1,0,Average,-7903,Jan 1970
4JFE2N,Carmudi,Chicago,Plato,Prazo,Convertible,Gray,Automatic,2,2,Hybrid,2015,10400,61867,250,2022-02-23,Sold,2022-10-14,9521,8419,-12,Shruthi,3,0,Good,-1102,Oct 2022
JURD1Y,Carmix,Madison,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2022,8700,95071,175,2016-08-09,Un Sold,1970-01-01,7416,0,0,Supriya,1,0,Excellent,-7416,Jan 1970
9P3AIO,Carmudi,Texas,Fortuner,Toyota,SUV,Red,Automatic,8,5,Diesel,2023,7700,62789,200,2023-01-10,Un Sold,1970-01-01,5887,0,0,Narayan,5,0,Poor,-5887,Jan 1970
HC94KZ,Ahg,Portland,Scorpio,Mahindra,SUV,White,Automatic,5,5,Electric,2023,9100,84829,120,2016-12-25,Un Sold,1970-01-01,8077,0,0,Shruthi,2,0,Poor,-8077,Jan 1970
94F7VC,Sobri,North Carolina,Hilux,Toyota,Truck,Blue,Manual,4,2,Petrol,2016,7800,61002,200,2023-12-23,Un Sold,1970-01-01,6588,0,0,Bhavani,3,0,Good,-6588,Jan 1970
IOYV9J,Automart,Denver,Kags,Renault,SUV,Red,Manual,7,5,Petrol,2015,8400,14417,175,2023-01-13,Un Sold,1970-01-01,7729,0,0,Aditya,4,0,Excellent,-7729,Jan 1970
L8D3CH,Kamkar,Texas,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2020,8400,20977,100,2015-06-10,Un Sold,1970-01-01,6851,0,0,Pavan,4,0,Excellent,-6851,Jan 1970
CSSVIY,Nufor,California,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2018,9600,78016,200,2015-06-15,Un Sold,1970-01-01,8131,0,0,Shilpa,4,0,Excellent,-8131,Jan 1970
FNOEQA,Trust,California,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2024,8500,90072,175,2024-07-04,Un Sold,1970-01-01,7298,0,0,Swathi,3,0,Average,-7298,Jan 1970
WFTLRP,Sobri,Tennessee,i20,Hyundai,Hatchback,Black,Automatic,4,5,Petrol,2015,6900,58267,120,2018-04-28,Un Sold,1970-01-01,6257,0,0,Supriya,5,0,Average,-6257,Jan 1970
ESMFD6,Sobri,North Carolina,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Diesel,2018,6700,93586,150,2019-12-05,Un Sold,1970-01-01,6068,0,0,Ram,4,0,Poor,-6068,Jan 1970
FPT1FJ,Carro,Chicago,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2019,9000,81051,175,2016-06-10,Sold,2023-07-20,7855,9001,15,Shailaja,5,229,Average,1146,Jul 2023
ECRXME,Trust,Oklahoma,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2020,7500,42451,200,2019-05-26,Un Sold,1970-01-01,6164,0,0,Vishwajeet,1,0,Excellent,-6164,Jan 1970
75FG7V,Nufor,Portland,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2017,6700,73106,150,2019-01-04,Un Sold,1970-01-01,6113,0,0,Hariom,2,0,Average,-6113,Jan 1970
Y24L8E,Carro,Portland,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2022,8700,47403,120,2022-08-16,Sold,2023-01-17,7116,7796,10,Hariom,4,136,Average,680,Jan 2023
P2FJEM,Carro,Oklahoma,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2023,7700,94118,200,2020-03-29,Un Sold,1970-01-01,5777,0,0,Shilpa,3,0,Excellent,-5777,Jan 1970
4XRCKS,Carousell,Portland,Plato,Prazo,Convertible,Gray,Manual,2,2,Hybrid,2020,9900,42129,250,2024-12-07,Sold,2024-12-10,8124,8503,5,Hariom,3,76,Good,379,Dec 2024
51JS2E,Motor,California,Kags,Renault,SUV,White,Manual,7,5,Hybrid,2015,9400,28900,175,2015-04-29,Un Sold,1970-01-01,8261,0,0,Shailaja,1,0,Excellent,-8261,Jan 1970
04FZ5F,Trust,Utah,Hilux,Toyota,Truck,Red,Manual,4,2,Electric,2020,8900,48804,200,2022-02-05,Un Sold,1970-01-01,6977,0,0,Dhruv,2,0,Poor,-6977,Jan 1970
8XZTSV,Skipper,Oklahoma,Dzire,Maruti,Sedan,Black,Manual,5,5,Petrol,2022,6700,28295,100,2022-02-26,Un Sold,1970-01-01,4869,0,0,Vishwajeet,1,0,Good,-4869,Jan 1970
YHJCW3,Oto,Detroit,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2017,8200,31894,103,2017-05-16,Un Sold,1970-01-01,6513,0,0,Ram,3,0,Poor,-6513,Jan 1970
YBU465,Zupps,Texas,Dzire,Maruti,Sedan,Blue,Manual,5,5,Diesel,2024,6600,54079,100,2018-07-09,Un Sold,1970-01-01,5449,0,0,Dhruv,3,0,Good,-5449,Jan 1970
SV8D27,APE,Madison,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Diesel,2024,7600,96263,200,2019-03-19,Un Sold,1970-01-01,5919,0,0,Shailaja,1,0,Excellent,-5919,Jan 1970
VWTNPX,Carmudi,San Jose,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2021,7300,16775,100,2020-06-03,Un Sold,1970-01-01,5770,0,0,Preeti,3,0,Poor,-5770,Jan 1970
EODGBC,Skipper,Oklahoma,Plato,Prazo,Convertible,Gray,Automatic,2,2,Diesel,2016,9400,69384,250,2023-02-12,Un Sold,1970-01-01,8422,0,0,Preeti,4,0,Poor,-8422,Jan 1970
ALGOSW,Kamkar,North Carolina,Fortuner,Toyota,SUV,Black,Automatic,8,5,Hybrid,2024,8500,16409,200,2022-07-09,Un Sold,1970-01-01,7142,0,0,Supriya,5,0,Excellent,-7142,Jan 1970
DU1WP4,Skipper,Oklahoma,Thar,Mahindra,SUV,Gray,Automatic,5,3,Electric,2016,9800,28160,130,2021-05-26,Un Sold,1970-01-01,8762,0,0,Aditya,2,0,Excellent,-8762,Jan 1970
QU5FWQ,Trivett,Florida,Plato,Prazo,Convertible,Gray,Automatic,2,2,Diesel,2020,9000,6913,250,2024-12-15,Un Sold,1970-01-01,7469,0,0,Karan,1,0,Excellent,-7469,Jan 1970
OCXB97,Oto,Oklahoma,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Diesel,2015,7000,3070,113,2020-02-02,Un Sold,1970-01-01,6197,0,0,Sai,1,0,Poor,-6197,Jan 1970
Z0WDQI,APE,Tucson,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2018,9100,4745,120,2022-10-15,Sold,2024-06-20,8589,9318,8,Rithvik,1,146,Average,729,Jun 2024
GBXYOC,Automart,Columbus,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Electric,2021,7800,17374,113,2021-04-13,Un Sold,1970-01-01,6204,0,0,Bhavani,5,0,Poor,-6204,Jan 1970
YTTFOG,Knox,Tucson,Seltos,Kia,Hatchback,Gray,Manual,5,5,Petrol,2022,6200,6264,150,2019-06-26,Sold,2019-10-11,4645,5558,20,Narayan,2,183,Good,913,Oct 2019
XJ26M9,Nufor,North Carolina,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Electric,2021,7800,93025,113,2018-03-07,Un Sold,1970-01-01,7014,0,0,Shailaja,5,0,Good,-7014,Jan 1970
QRUAK2,Carmudi,Tennessee,Creta,Hyundai,Hatchback,Blue,Manual,5,5,Diesel,2021,6400,34862,113,2015-03-13,Un Sold,1970-01-01,5668,0,0,Pranav,1,0,Excellent,-5668,Jan 1970
Y8US43,Kamkar,Madison,Swift,Maruti,Sedan,Blue,Manual,5,4,Diesel,2022,6800,43645,115,2022-05-25,Sold,2022-07-18,4866,6220,28,Pranav,5,271,Good,1354,Jul 2022
HHNNBG,Cars24,New York,Hilux,Toyota,Truck,White,Automatic,4,2,Petrol,2022,7200,99072,200,2015-05-16,Un Sold,1970-01-01,5552,0,0,Swapna,5,0,Excellent,-5552,Jan 1970
RMQ2MD,Trivett,Madison,Thar,Mahindra,SUV,White,Manual,5,3,Diesel,2022,7800,33290,130,2021-08-09,Un Sold,1970-01-01,6396,0,0,Sweta,4,0,Excellent,-6396,Jan 1970
RI4TFW,Ahg,Portland,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2015,6900,8353,113,2019-11-29,Un Sold,1970-01-01,5130,0,0,Anushka,4,0,Good,-5130,Jan 1970
3YX1WJ,Olx,Denver,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2024,6500,26439,115,2020-05-04,Un Sold,1970-01-01,4852,0,0,Anushka,5,0,Average,-4852,Jan 1970
89GPOD,Motor,Chicago,Creta,Hyundai,Hatchback,White,Manual,5,5,Diesel,2021,6400,99629,113,2024-04-27,Un Sold,1970-01-01,4763,0,0,Krishna,1,0,Excellent,-4763,Jan 1970
67F3KA,Trust,Columbus,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2017,6700,84748,103,2021-04-04,Un Sold,1970-01-01,5570,0,0,Piyush,4,0,Average,-5570,Jan 1970
MP9JXH,Motor,Denver,Yodha,Tata,Truck,White,Manual,3,2,Hybrid,2015,8900,19143,100,2023-01-27,Un Sold,1970-01-01,8055,0,0,Rithvik,3,0,Excellent,-8055,Jan 1970
CQTDJN,Carmix,North Carolina,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2022,9200,96473,200,2015-02-08,Un Sold,1970-01-01,7710,0,0,Ram,3,0,Excellent,-7710,Jan 1970
FY54N5,Carmudi,North Carolina,Kags,Renault,SUV,Black,Automatic,7,5,Diesel,2019,8100,16514,175,2020-06-05,Un Sold,1970-01-01,6231,0,0,Rithvik,1,0,Excellent,-6231,Jan 1970
G0YZ2B,Marchi,Detroit,Dzire,Maruti,Sedan,Red,Automatic,5,5,Diesel,2015,7500,85181,100,2015-01-13,Un Sold,1970-01-01,6890,0,0,Dhruv,3,0,Excellent,-6890,Jan 1970
5LIM94,Carro,California,Kags,Renault,SUV,Black,Manual,7,5,Hybrid,2023,8600,21354,175,2016-01-11,Un Sold,1970-01-01,7552,0,0,Shilpa,1,0,Excellent,-7552,Jan 1970
0N81U0,APE,Tucson,Thar,Mahindra,SUV,Black,Automatic,5,3,Petrol,2015,8400,98361,130,2017-09-24,Un Sold,1970-01-01,7149,0,0,Hariom,2,0,Average,-7149,Jan 1970
G5EGNZ,Sobri,Columbus,Fortuner,Toyota,SUV,Red,Automatic,8,5,Electric,2023,9100,70814,200,2020-09-16,Un Sold,1970-01-01,7256,0,0,Shruthi,1,0,Excellent,-7256,Jan 1970
FNW2RI,Zupps,North Carolina,Hilux,Toyota,Truck,Gray,Manual,4,2,Diesel,2015,8000,71398,200,2019-07-12,Un Sold,1970-01-01,6714,0,0,Sweta,1,0,Excellent,-6714,Jan 1970
NAKLQK,Skipper,Chicago,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Hybrid,2020,8900,78607,120,2024-08-05,Un Sold,1970-01-01,7410,0,0,Supriya,1,0,Excellent,-7410,Jan 1970
